c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,lux_diode
1714019240,17.92897,52.18891,16.21C,993.13hPa,45.25%,19.01396,34.04135
1714019250,17.92897,52.22095,16.2C,993.09hPa,45.38%,19.01396,34.30991
1714019260,17.92897,52.20111,16.2C,993.09hPa,45.42%,19.01396,34.6273
1714019270,17.92897,52.18891,16.19C,993.13hPa,45.43%,19.09453,34.89586
1714019280,17.95567,52.20264,16.2C,993.09hPa,45.43%,19.09453,35.21325
1714019290,17.95567,52.20264,16.19C,993.05hPa,45.41%,19.01396,35.50622
1714019300,17.94232,52.15992,16.2C,993.09hPa,45.38%,19.01396,35.8236
1714019310,17.94232,52.15992,16.2C,993.03hPa,45.40%,18.9334,36.09217
1714019320,17.92897,52.18891,16.2C,993.06hPa,45.40%,19.01396,36.40955
1714019330,17.92897,52.18891,16.2C,993.06hPa,45.35%,19.09453,36.67811
1714019340,17.94232,52.19196,16.19C,993.02hPa,45.36%,19.09453,36.9955
1714019350,17.92897,52.18891,16.2C,993.09hPa,45.39%,18.9334,37.3373
1714019360,17.94232,52.17975,16.2C,993.06hPa,45.44%,19.01396,37.48379
1714019370,17.94232,52.19196,16.2C,993.11hPa,45.39%,19.09453,37.77829
1714019380,17.94232,52.224,16.2C,993.06hPa,45.37%,19.01396,38.16891
1714019390,17.8996,52.17517,16.2C,993.06hPa,45.41%,19.09453,38.55955
1714019400,17.94232,52.15992,16.2C,993.01hPa,45.42%,19.01396,38.95018
1714019410,17.94232,52.14771,16.2C,993.06hPa,45.42%,19.09453,39.38964
1714019420,17.92897,52.21027,16.2C,993.00hPa,45.42%,19.01396,39.85351
1714019430,17.95567,52.14771,16.2C,993.01hPa,45.37%,19.01396,40.26856
1714019440,17.92897,52.14618,16.19C,993.01hPa,45.37%,19.01396,40.78126
1714019450,17.92897,52.15686,16.21C,993.02hPa,45.41%,18.9334,41.26955
1714019460,17.91295,52.19806,16.2C,992.98hPa,45.41%,19.09453,41.80667
1714019470,17.91295,52.11108,16.2C,993.03hPa,45.43%,19.09453,42.34379
1714019480,17.94232,52.19196,16.2C,993.01hPa,45.41%,19.01396,42.92973
1714019490,17.92897,52.17975,16.2C,992.98hPa,45.36%,19.01396,43.56451
1714019500,17.92897,52.13397,16.2C,993.06hPa,45.35%,19.01396,44.22522
1714019510,17.94232,52.224,16.2C,993.03hPa,45.37%,19.01396,44.93324
1714019520,17.91295,52.18738,16.2C,993.01hPa,45.44%,19.01396,45.66568
1714019530,17.92897,52.17975,16.2C,992.95hPa,45.39%,19.01396,46.49577
1714019540,17.91295,52.16602,16.2C,993.08hPa,45.36%,18.9334,47.32586
1714019550,17.94232,52.224,16.19C,993.05hPa,45.40%,19.01396,48.10712
1714019560,17.91295,52.13245,16.2C,992.98hPa,45.42%,18.9334,48.88838
1714019570,17.92897,52.14618,16.19C,993.00hPa,45.43%,19.01396,49.62081
1714019580,17.92897,52.17975,16.2C,993.08hPa,45.39%,18.9334,50.4036
1714019590,17.91295,52.17823,16.19C,993.01hPa,45.41%,19.09453,51.16045
1714019600,17.91295,52.20722,16.2C,993.01hPa,45.43%,18.9334,51.86847
1714019610,17.92897,52.22095,16.19C,992.97hPa,45.45%,19.01396,52.55207
1714019620,17.8996,52.21943,16.2C,992.98hPa,45.45%,19.01396,53.16243
1714019630,17.92897,52.17975,16.2C,992.98hPa,45.39%,18.9334,53.7728
1714019640,17.91295,52.23011,16.19C,993.00hPa,45.36%,18.9334,54.40757
1714019650,17.92897,52.22095,16.19C,993.00hPa,45.41%,19.01396,54.9691
1714019660,17.92897,52.18891,16.2C,992.98hPa,45.42%,19.01396,55.53063
1714019670,17.91295,52.16602,16.19C,992.99hPa,45.37%,19.01396,56.06775
1714019680,17.94232,52.224,16.2C,992.92hPa,45.35%,19.01396,56.55757
1714019690,17.92897,52.21027,16.19C,993.05hPa,45.39%,19.01396,57.02144
1714019700,17.92897,52.21027,16.2C,992.96hPa,45.38%,19.01396,57.53414
1714019710,17.92897,52.20111,16.2C,993.00hPa,45.42%,19.09453,58.04685
1714019720,17.92897,52.21027,16.19C,992.97hPa,45.45%,19.09453,58.51072
1714019730,17.92897,52.15686,16.19C,993.00hPa,45.42%,19.01396,58.92577
1714019740,17.92897,52.13397,16.2C,992.98hPa,45.42%,18.9334,59.51171
1714019750,17.91295,52.14313,16.2C,992.93hPa,45.37%,18.9334,60.02442
1714019760,17.92897,52.20111,16.21C,993.02hPa,45.40%,18.9334,60.56153
1714019770,17.8996,52.18433,16.2C,992.92hPa,45.41%,19.09453,61.14748
1714019780,17.91295,52.21943,16.2C,993.00hPa,45.44%,19.01396,61.73343
1714019790,17.92897,52.20111,16.19C,993.00hPa,45.40%,19.01396,62.3682
1714019800,17.91295,52.19806,16.2C,992.96hPa,45.39%,19.09453,62.78477
1714019810,17.91295,52.23011,16.2C,992.92hPa,45.40%,19.09453,63.41954
1714019820,17.91295,52.21943,16.21C,992.99hPa,45.39%,19.01396,64.12756
1714019830,17.92897,52.24384,16.21C,992.97hPa,45.40%,19.01396,64.83559
1714019840,17.92897,52.24384,16.2C,993.01hPa,45.41%,18.9334,65.49477
1714019850,17.91295,52.25299,16.21C,992.97hPa,45.41%,19.01396,66.15396
1714019860,17.91295,52.24231,16.2C,993.01hPa,45.35%,19.01396,66.76433
1714019870,17.8996,52.21943,16.19C,992.96hPa,45.39%,19.01396,67.3991
1714019880,17.92897,52.23316,16.2C,992.98hPa,45.45%,18.9334,68.00946
1714019890,17.91295,52.21943,16.19C,992.96hPa,45.43%,19.01396,68.571
1714019900,17.95567,52.23468,16.2C,993.09hPa,45.34%,18.9334,69.06081
1714019910,17.92897,52.20111,16.2C,992.95hPa,45.35%,19.09453,69.5491
1714019920,17.91295,52.24231,16.2C,993.01hPa,45.39%,19.01396,69.98856
1714019930,17.91295,52.24231,16.19C,992.97hPa,45.41%,19.01396,70.4036
1714019940,17.91295,52.17823,16.2C,992.98hPa,45.42%,18.85283,70.86747
1714019950,17.91295,52.23011,16.2C,992.96hPa,45.38%,19.01396,71.33135
1714019960,17.8996,52.21943,16.19C,993.00hPa,45.40%,19.09453,71.77081
1714019970,17.91295,52.23011,16.2C,992.96hPa,45.41%,19.09453,72.18586
1714019980,17.92897,52.24384,16.21C,992.91hPa,45.40%,18.9334,72.52766
1714019990,17.91295,52.19806,16.19C,992.94hPa,45.41%,19.09453,72.82063
1714020000,17.91295,52.18738,16.2C,992.93hPa,45.41%,19.01396,73.1136
1714020010,17.91295,52.19806,16.2C,992.98hPa,45.37%,19.09453,73.38216
1714020020,17.8996,52.16449,16.2C,992.98hPa,45.39%,19.01396,73.69955
1714020030,17.92897,52.16602,16.22C,992.98hPa,45.40%,19.01396,73.96811
1714020040,17.92897,52.17975,16.21C,992.94hPa,45.38%,19.01396,74.16342
1714020050,17.94232,52.23316,16.2C,993.01hPa,45.35%,19.01396,74.28549
1714020060,17.91295,52.20722,16.2C,992.93hPa,45.37%,19.09453,74.43198
1714020070,17.8996,52.20722,16.2C,992.96hPa,45.41%,19.01396,74.57847
1714020080,17.88625,52.17365,16.21C,992.97hPa,45.39%,19.01396,74.67612
1714020090,17.8996,52.20722,16.2C,993.01hPa,45.39%,18.9334,74.82262
1714020100,17.95567,52.1828,16.21C,993.02hPa,45.40%,18.9334,74.92027
1714020110,17.92897,52.18891,16.21C,993.02hPa,45.38%,19.01396,75.0927
1714020120,17.8996,52.19654,16.2C,992.98hPa,45.37%,19.09453,75.28802
1714020130,17.91295,52.23011,16.2C,992.92hPa,45.35%,18.9334,75.53216
1714020140,17.91295,52.20722,16.2C,992.98hPa,45.35%,19.09453,75.75189
1714020150,17.91295,52.18738,16.2C,993.00hPa,45.33%,19.09453,76.02045
1714020160,17.92897,52.23316,16.2C,993.00hPa,45.40%,19.09453,76.26459
1714020170,17.91295,52.17823,16.2C,992.98hPa,45.40%,19.09453,76.48432
1714020180,17.92897,52.24384,16.2C,992.95hPa,45.41%,19.09453,76.7773
1714020190,17.92897,52.23316,16.2C,992.98hPa,45.40%,19.09453,77.04585
1714020200,17.91295,52.20722,16.19C,992.99hPa,45.37%,18.9334,77.31441
1714020210,17.92897,52.21027,16.21C,992.97hPa,45.39%,19.01396,77.60738
1714020220,17.91295,52.24231,16.21C,992.97hPa,45.39%,19.01396,77.82711
1714020230,17.8996,52.21943,16.2C,992.98hPa,45.39%,19.01396,78.07126
1714020240,17.92897,52.25605,16.2C,993.00hPa,45.32%,19.01396,78.41306
1714020250,17.91295,52.23011,16.2C,993.00hPa,45.30%,18.9334,78.73045
1714020260,17.8996,52.25147,16.19C,993.00hPa,45.36%,19.09453,79.04784
1714020270,17.8996,52.18433,16.2C,992.98hPa,45.37%,19.01396,79.3164
1714020280,17.8996,52.19654,16.2C,993.03hPa,45.36%,19.01396,79.51171
1714020290,17.91295,52.18738,16.2C,993.00hPa,45.36%,18.9334,79.60937
1714020300,17.91295,52.20722,16.2C,993.00hPa,45.31%,19.01396,79.6582
1714020310,17.94232,52.20264,16.2C,993.06hPa,45.28%,19.09453,79.73144
1714020320,17.91295,52.19806,16.19C,992.97hPa,45.34%,19.09453,79.78027
1714020330,17.8996,52.18433,16.19C,993.00hPa,45.39%,18.9334,79.82909
1714020340,17.88625,52.19654,16.2C,992.98hPa,45.32%,19.09453,79.82909
1714020350,17.91295,52.19806,16.2C,992.95hPa,45.35%,19.09453,79.82909
1714020360,17.8996,52.16449,16.2C,993.01hPa,45.39%,19.01396,79.90234
1714020370,17.8996,52.20722,16.2C,993.03hPa,45.40%,19.09453,80.0
1714020380,17.8996,52.17517,16.2C,993.01hPa,45.29%,19.01396,80.1709
1714020390,17.8996,52.20722,16.2C,992.98hPa,45.31%,18.9334,80.36622
1714020400,17.91295,52.20722,16.2C,993.00hPa,45.37%,19.09453,80.56153
1714020410,17.92897,52.18891,16.19C,993.01hPa,45.35%,19.09453,80.75685
1714020420,17.91295,52.16602,16.19C,993.00hPa,45.33%,19.01396,80.92775
1714020430,17.91295,52.19806,16.19C,993.00hPa,45.35%,19.01396,81.14748
1714020440,17.8996,52.17517,16.2C,993.04hPa,45.38%,18.9334,81.3199
1714020450,17.91295,52.15534,16.2C,993.04hPa,45.39%,18.9334,81.46639
1714020460,17.92897,52.16602,16.2C,993.06hPa,45.34%,19.01396,81.63729
1714020470,17.91295,52.15534,16.19C,993.05hPa,45.33%,19.01396,81.85703
1714020480,17.92897,52.17975,16.19C,993.02hPa,45.32%,18.9334,81.95468
1714020490,17.8996,52.15534,16.19C,993.05hPa,45.35%,19.01396,82.10117
1714020500,17.91295,52.16602,16.19C,992.97hPa,45.37%,19.09453,82.19882
1714020510,17.8996,52.19654,16.19C,993.07hPa,45.39%,19.01396,82.27207
1714020520,17.8996,52.18433,16.19C,993.02hPa,45.31%,19.09453,82.41856
1714020530,17.88625,52.1416,16.19C,993.07hPa,45.29%,19.01396,82.54063
1714020540,17.91295,52.18738,16.19C,993.05hPa,45.32%,19.01396,82.68712
1714020550,17.91295,52.16602,16.18C,993.03hPa,45.33%,19.01396,82.76036
1714020560,17.8996,52.20722,16.19C,993.05hPa,45.35%,19.09453,82.85802
1714020570,17.91295,52.19806,16.2C,993.00hPa,45.40%,19.09453,82.95567
1714020580,17.91295,52.19806,16.19C,993.07hPa,45.37%,18.9334,83.02892
1714020590,17.91295,52.18738,16.19C,992.99hPa,45.36%,18.9334,83.12657
1714020600,17.8996,52.17517,16.19C,992.96hPa,45.36%,19.09453,83.22423
1714020610,17.8996,52.15534,16.19C,993.05hPa,45.30%,18.9334,83.32188
1714020620,17.94232,52.19196,16.19C,993.05hPa,45.33%,19.01396,83.46838
1714020630,17.8996,52.17517,16.18C,993.03hPa,45.35%,19.01396,83.66369
1714020640,17.92897,52.16602,16.19C,993.10hPa,45.36%,19.01396,83.90784
1714020650,17.91295,52.12329,16.19C,993.07hPa,45.37%,19.01396,84.15198
1714020660,17.91295,52.14313,16.19C,993.00hPa,45.40%,18.9334,84.44495
1714020670,17.8996,52.12939,16.2C,993.06hPa,45.36%,19.09453,84.59145
1714020680,17.92897,52.11414,16.19C,992.99hPa,45.33%,18.9334,84.6891
1714020690,17.92897,52.11414,16.19C,993.02hPa,45.31%,19.01396,84.78676
1714020700,17.8996,52.16449,16.19C,993.01hPa,45.35%,18.9334,84.90883
1714020710,17.8996,52.17517,16.19C,993.04hPa,45.35%,19.01396,85.05531
1714020720,17.87022,52.15076,16.19C,993.05hPa,45.27%,19.01396,85.22621
1714020730,17.88625,52.1416,16.2C,992.98hPa,45.25%,19.09453,85.39712
1714020740,17.88625,52.11871,16.19C,993.04hPa,45.31%,19.01396,85.49477
1714020750,17.91295,52.16602,16.18C,992.95hPa,45.32%,19.01396,85.64126
1714020760,17.91295,52.11108,16.19C,993.07hPa,45.31%,19.09453,85.78775
1714020770,17.91295,52.13245,16.19C,993.09hPa,45.22%,19.01396,85.95865
1714020780,17.8996,52.12024,16.18C,993.03hPa,45.30%,19.09453,86.10513
1714020790,17.8996,52.10956,16.18C,993.03hPa,45.36%,19.09453,86.25163
1714020800,17.91295,52.13245,16.19C,992.99hPa,45.35%,19.01396,86.3737
1714020810,17.92897,52.17975,16.18C,993.03hPa,45.26%,18.9334,86.56901
1714020820,17.91295,52.14313,16.18C,993.03hPa,45.29%,19.01396,86.81315
1714020830,17.91295,52.13245,16.18C,993.06hPa,45.32%,19.01396,87.0573
1714020840,17.91295,52.14313,16.18C,993.03hPa,45.34%,19.09453,87.27702
1714020850,17.92897,52.12482,16.18C,993.06hPa,45.35%,19.01396,87.49676
1714020860,17.8996,52.12939,16.18C,993.00hPa,45.33%,19.01396,87.49676
1714020870,17.88625,52.11871,16.18C,993.06hPa,45.33%,19.01396,87.5227
1714020880,17.88625,52.15229,16.18C,993.01hPa,45.34%,19.01396,87.57153
1714020890,17.91295,52.14313,16.18C,993.03hPa,45.33%,18.9334,87.57153
1714020900,17.8996,52.12939,16.18C,993.08hPa,45.37%,19.01396,87.59594
1714020910,17.8996,52.15534,16.17C,993.07hPa,45.37%,19.01396,87.62035
1714020920,17.92897,52.13397,16.18C,992.98hPa,45.37%,18.9334,87.62035
1714020930,17.88625,52.17365,16.18C,993.08hPa,45.38%,18.9334,87.57153
1714020940,17.8996,52.1416,16.18C,993.00hPa,45.32%,18.9334,87.59594
1714020950,17.8996,52.10956,16.18C,993.00hPa,45.31%,19.01396,87.71802
1714020960,17.91295,52.12329,16.17C,993.02hPa,45.34%,18.9334,87.8645
1714020970,17.8996,52.07751,16.17C,993.04hPa,45.32%,18.9334,88.01099
1714020980,17.91295,52.11108,16.18C,993.05hPa,45.25%,19.01396,88.10865
1714020990,17.8996,52.12024,16.17C,993.02hPa,45.29%,18.9334,88.23072
1714021000,17.91295,52.13245,16.17C,993.02hPa,45.32%,18.9334,88.35279
1714021010,17.88625,52.08667,16.18C,993.03hPa,45.33%,19.09453,88.49928
1714021020,17.88625,52.11871,16.18C,993.05hPa,45.31%,19.01396,88.62135
1714021030,17.8996,52.12939,16.17C,993.04hPa,45.32%,18.9334,88.76783
1714021040,17.91295,52.15534,16.18C,993.03hPa,45.37%,19.09453,88.88991
1714021050,17.91295,52.15534,16.17C,993.01hPa,45.34%,19.01396,89.03639
1714021060,17.87022,52.11871,16.17C,992.99hPa,45.30%,18.9334,89.28054
1714021070,17.91295,52.13245,16.17C,992.96hPa,45.32%,18.9334,89.47585
1714021080,17.91295,52.0882,16.17C,993.02hPa,45.33%,18.9334,89.69559
1714021090,17.8996,52.0882,16.17C,992.98hPa,45.31%,19.09453,89.93973
1714021100,17.91295,52.15534,16.18C,993.05hPa,45.31%,19.01396,90.15945
1714021110,17.91295,52.16602,16.17C,992.91hPa,45.36%,19.01396,90.45243
1714021120,17.8996,52.12939,16.18C,992.98hPa,45.36%,19.01396,90.55009
1714021130,17.8996,52.12939,16.17C,992.99hPa,45.31%,18.9334,90.5745
1714021140,17.8996,52.12024,16.18C,993.01hPa,45.28%,19.01396,90.55009
1714021150,17.91295,52.0882,16.17C,993.02hPa,45.30%,19.01396,90.55009
1714021160,17.91295,52.14313,16.17C,992.99hPa,45.25%,19.01396,90.5745
1714021170,17.87022,52.08362,16.18C,992.94hPa,45.26%,19.09453,90.59892
1714021180,17.88625,52.08667,16.19C,993.01hPa,45.31%,19.01396,90.64774
1714021190,17.91295,52.13245,16.18C,992.98hPa,45.32%,19.09453,90.67216
1714021200,17.8996,52.12024,16.18C,993.00hPa,45.35%,18.9334,90.69657
1714021210,17.8996,52.12939,16.18C,993.05hPa,45.30%,19.01396,90.72099
1714021220,17.8996,52.1416,16.17C,992.99hPa,45.33%,19.01396,90.72099
1714021230,17.8996,52.12024,16.18C,992.92hPa,45.33%,18.9334,90.76981
1714021240,17.91295,52.11108,16.18C,992.90hPa,45.29%,19.09453,90.79423
1714021250,17.87022,52.12787,16.18C,993.01hPa,45.26%,19.01396,90.79423
1714021260,17.87022,52.15992,16.17C,992.99hPa,45.28%,19.01396,90.76981
1714021270,17.8996,52.12939,16.18C,992.93hPa,45.32%,18.9334,90.72099
1714021280,17.91295,52.14313,16.19C,992.88hPa,45.35%,18.9334,90.69657
1714021290,17.88625,52.10651,16.18C,992.97hPa,45.30%,19.01396,90.64774
1714021300,17.8996,52.17517,16.17C,992.90hPa,45.30%,19.09453,90.5745
1714021310,17.88625,52.11871,16.18C,992.92hPa,45.26%,19.09453,90.55009
1714021320,17.8996,52.10956,16.17C,992.96hPa,45.26%,18.9334,90.5745
1714021330,17.8996,52.1004,16.18C,992.95hPa,45.30%,18.9334,90.5745
1714021340,17.88625,52.12939,16.18C,992.89hPa,45.25%,19.01396,90.59892
1714021350,17.8996,52.10956,16.18C,992.94hPa,45.24%,19.01396,90.59892
1714021360,17.88625,52.11871,16.18C,992.89hPa,45.29%,19.01396,90.59892
1714021370,17.8996,52.12024,16.18C,992.97hPa,45.32%,19.01396,90.64774
1714021380,17.8996,52.10956,16.18C,992.94hPa,45.25%,19.01396,90.64774
1714021390,17.88625,52.11871,16.17C,992.94hPa,45.25%,19.09453,90.64774
1714021400,17.87022,52.11871,16.17C,992.91hPa,45.30%,19.09453,90.67216
1714021410,17.8996,52.1416,16.18C,992.92hPa,45.32%,19.01396,90.7454
1714021420,17.8996,52.1004,16.18C,992.94hPa,45.34%,19.01396,90.84306
1714021430,17.88625,52.15229,16.18C,992.93hPa,45.28%,19.01396,90.91631
1714021440,17.91295,52.16602,16.17C,992.94hPa,45.22%,18.9334,90.98955
1714021450,17.8996,52.15534,16.18C,992.92hPa,45.23%,18.9334,91.03838
1714021460,17.88625,52.12939,16.18C,992.93hPa,45.25%,19.01396,91.11162
1714021470,17.8996,52.1416,16.18C,992.95hPa,45.29%,19.01396,91.16045
1714021480,17.88625,52.11871,16.18C,992.87hPa,45.26%,18.9334,91.18486
1714021490,17.8996,52.10956,16.17C,992.91hPa,45.28%,19.09453,91.28252
1714021500,17.88625,52.09735,16.17C,992.96hPa,45.29%,19.01396,91.35577
1714021510,17.88625,52.12939,16.18C,993.00hPa,45.29%,19.01396,91.38018
1714021520,17.88625,52.08667,16.18C,992.92hPa,45.31%,19.09453,91.45342
1714021530,17.88625,52.12939,16.19C,992.97hPa,45.30%,19.01396,91.52666
1714021540,17.87022,52.12787,16.18C,992.92hPa,45.28%,19.09453,91.57549
1714021550,17.88625,52.09735,16.18C,992.97hPa,45.25%,19.01396,91.64874
1714021560,17.87022,52.11871,16.18C,992.89hPa,45.26%,19.01396,91.62433
1714021570,17.88625,52.11871,16.18C,992.92hPa,45.26%,18.9334,91.52666
1714021580,17.88625,52.12939,16.18C,992.89hPa,45.30%,19.01396,91.45342
1714021590,17.88625,52.15229,16.17C,992.94hPa,45.31%,19.01396,91.42901
1714021600,17.8996,52.1416,16.18C,992.95hPa,45.30%,19.01396,91.45342
1714021610,17.88625,52.1416,16.18C,992.97hPa,45.24%,18.9334,91.52666
1714021620,17.8996,52.12024,16.18C,992.98hPa,45.25%,19.09453,91.57549
1714021630,17.88625,52.15229,16.18C,992.97hPa,45.26%,18.9334,91.72198
1714021640,17.88625,52.15229,16.17C,992.91hPa,45.25%,19.09453,91.7464
1714021650,17.87022,52.1706,16.18C,992.98hPa,45.24%,19.09453,91.81964
1714021660,17.8996,52.12024,16.18C,992.94hPa,45.29%,19.09453,91.84406
1714021670,17.8996,52.15534,16.18C,992.94hPa,45.25%,19.01396,91.86847
1714021680,17.87022,52.11871,16.17C,992.99hPa,45.28%,19.01396,91.86847
1714021690,17.91295,52.13245,16.18C,993.03hPa,45.29%,18.9334,91.84406
1714021700,17.88625,52.1416,16.18C,993.00hPa,45.28%,18.9334,91.79523
1714021710,17.8996,52.12939,16.18C,992.95hPa,45.16%,18.9334,91.72198
1714021720,17.8996,52.15534,16.17C,992.91hPa,45.14%,18.9334,91.7464
1714021730,17.88625,52.11871,16.17C,992.91hPa,45.16%,19.09453,91.67316
1714021740,17.88625,52.15229,16.16C,992.98hPa,45.26%,18.9334,92.21027
1714021750,17.91295,52.11108,16.14C,993.02hPa,45.33%,18.9334,92.72297
1714021760,17.88625,51.91272,16.03C,992.99hPa,44.33%,18.69169,92.69855
1714021770,17.8996,51.04296,15.84C,993.02hPa,43.69%,18.53056,92.47883
1714021780,17.88625,50.07858,15.67C,993.12hPa,43.62%,18.28885,92.25909
1714021790,17.87022,49.75814,15.51C,993.11hPa,43.60%,18.20828,92.47883
1714021800,17.84352,49.55978,15.32C,993.14hPa,43.22%,17.88601,92.6009
1714021810,17.83017,48.49928,15.1C,993.09hPa,43.12%,17.56374,92.6009
1714021820,17.81415,47.7348,14.87C,993.19hPa,43.20%,17.40261,92.52766
1714021830,17.78745,47.38079,14.69C,993.15hPa,43.43%,17.08034,92.43
1714021840,17.77409,47.05272,14.5C,993.28hPa,43.58%,16.99977,92.33234
1714021850,17.71534,46.77653,14.31C,993.35hPa,43.80%,16.75807,92.23468
1714021860,17.68864,46.48966,14.15C,993.29hPa,43.89%,16.59693,92.06378
1714021870,17.65926,46.46525,13.96C,993.41hPa,44.14%,16.27466,91.96613
1714021880,17.63256,46.40269,13.77C,993.39hPa,44.32%,16.1941,91.81964
1714021890,17.60319,46.44694,13.6C,993.42hPa,44.77%,15.95239,91.67316
1714021900,17.54444,46.28824,13.47C,993.42hPa,45.03%,15.87182,91.55108
1714021910,17.51774,46.27298,13.34C,993.44hPa,45.28%,15.71069,91.45342
1714021920,17.48837,46.32944,13.22C,993.47hPa,45.56%,15.54955,91.33135
1714021930,17.46166,46.36148,13.09C,993.44hPa,45.83%,15.46899,91.18486
1714021940,17.40292,46.20432,12.99C,993.56hPa,46.10%,15.30785,91.11162
1714021950,17.36286,46.28214,12.89C,993.50hPa,46.42%,15.22728,91.03838
1714021960,17.33348,46.19669,12.78C,993.48hPa,46.65%,15.14672,90.98955
1714021970,17.32013,46.20584,12.71C,993.48hPa,46.84%,15.06615,90.94072
1714021980,17.29076,46.35538,12.64C,993.54hPa,47.02%,15.06615,90.91631
1714021990,17.23468,46.30198,12.58C,993.57hPa,47.11%,14.90501,90.89189
1714022000,17.23468,46.1738,12.49C,993.52hPa,47.31%,14.90501,90.86748
1714022010,17.20798,46.18295,12.44C,993.55hPa,47.51%,14.90501,90.86748
1714022020,17.15191,46.32944,12.39C,993.58hPa,47.66%,14.66331,90.86748
1714022030,17.16526,46.26078,12.32C,993.61hPa,47.83%,14.66331,90.84306
1714022040,17.15191,46.3386,12.26C,993.57hPa,47.96%,14.58274,90.81864
1714022050,17.07981,46.22721,12.18C,993.64hPa,48.08%,14.58274,90.79423
1714022060,17.06646,46.26078,12.12C,993.66hPa,48.28%,14.42161,90.30594
1714022070,17.03708,46.31571,12.11C,993.58hPa,49.26%,14.58274,89.62234
1714022080,17.01037,46.54765,12.14C,993.57hPa,49.52%,14.58274,89.67117
1714022090,16.96498,46.82384,12.22C,993.56hPa,49.46%,14.90501,89.28054
1714022100,16.96498,47.51507,12.33C,993.58hPa,50.33%,15.06615,89.10963
1714022110,16.9356,48.13153,12.42C,993.55hPa,50.67%,15.22728,88.93874
1714022120,16.9356,48.46113,12.51C,993.53hPa,51.55%,15.30785,88.79224
1714022130,16.9356,48.62288,12.61C,993.51hPa,50.55%,15.46899,88.59693
1714022140,16.9089,48.8426,12.71C,993.49hPa,50.55%,15.63012,88.42603
1714022150,16.9089,49.18135,12.79C,993.45hPa,51.30%,15.79126,88.25513
1714022160,16.89555,49.53231,12.9C,993.44hPa,50.82%,15.87182,88.08423
1714022170,16.89555,49.94125,12.99C,993.38hPa,51.00%,15.95239,87.93774
1714022180,16.92225,50.35325,13.09C,993.41hPa,50.57%,16.1941,87.81567
1714022190,16.9089,50.58671,13.19C,993.40hPa,51.23%,16.35523,87.66918
1714022200,16.92225,51.00786,13.28C,993.41hPa,50.98%,16.35523,87.57153
1714022210,16.9356,51.21691,13.36C,993.41hPa,50.58%,16.4358,87.49676
1714022220,16.95163,51.34508,13.44C,993.34hPa,50.44%,16.4358,87.49676
1714022230,16.9356,51.01091,13.53C,993.35hPa,50.02%,16.51637,87.49676
1714022240,16.95163,51.10857,13.6C,993.32hPa,49.16%,16.59693,87.49676
1714022250,16.95163,51.34508,13.69C,993.38hPa,48.90%,16.75807,87.49676
1714022260,16.96498,51.69299,13.77C,993.28hPa,48.16%,16.75807,87.47234
1714022270,16.97833,51.55566,13.84C,993.34hPa,47.79%,16.83864,87.44793
1714022280,16.99702,51.61059,13.91C,993.29hPa,48.47%,16.9192,87.49676
1714022290,16.97833,51.7174,13.97C,993.30hPa,49.97%,16.9192,87.49676
1714022300,17.01037,51.65636,14.04C,993.24hPa,49.31%,17.08034,87.49676
1714022310,16.99702,51.47936,14.1C,993.24hPa,49.46%,17.08034,87.49676
1714022320,17.01037,51.70824,14.17C,993.24hPa,49.43%,17.24147,87.5227
